Unique Identifier	Identifier Source	Meida Type	Physical Format	Digital Format	Encoding	File Size	Generations	Duration	Location	Title	Asset Type	Asset Date	Subject(s)	Description	Description Type	Genre	Genre Authority Used	Relation	Relation Type	Coverage	Coverage Type	Language	Creator	Creator Role	Contributor	Contributor Role	Contributor	Contributor Role	Contributor	Contributer Role	Publisher	Publisher Role	Rights Summary	Annotation	Unique Item?	Notes	Cataloger	Last Updated
cpb-aacip/127-010p2r15	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	143.4 MB	Access	00:22:27	Summit Day Media	Waves of Wisdom 10	Episode	1980/1999	Indigenous elders, Traditional knowledge, Traditional wisdom, Tradtitional practice, Indigenous children--North America, Indigenous infants, Indigenous mothers, Indigenous parents, Indigenous families, Indigenous women, Alaska Natives, Indigenous peoples--North America, Indigenous peoples--Alaska--Languages, Yugtun, Yup'ik, Yupiit,  Child rearing, Parenthood, Birth, Childbirth, Alaska Native radio stations, Indigenous peoples--North America--Interviews, Mamterilleq, Kenkiyaraq, Neryaraq, Irniam aulukellra, Irniyaraq, Tegganeq, Qanruyutet, Qaneryarat, Inerquutet	English: Interview elders Urutaq Lucy Beaver and Kelucaq Joe Andrew about loving and caring for children, eating habits, child rearing. Yugtun: Urutaq (Lucy Beaver) Kelucaq-llu (Joe Andrew) Mamterillermi qalartellruuk mikelngurnek kenkiyaramek. Tua-llu **Arnam** qalarutekluki neryaraq, neryaram cimillra, irniam aulukellra, irnillrani-llu. Tua-llu **Angun** qalarutekluku irniam elicungcaralallra inerqulallra-llu. 	Item	Interview, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun	KYUK	Executive Producer	Urutaq Lucy Beaver (Bethel), Kelucaq Joe Andrew (Bethel)	Interviewee	Sophie Alexie	Moderator			American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes		Juliana Clark	2022-08-10
cpb-aacip/127-14nk9d19	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	141.1 MB	Access	00:21:56	Summit Day Media	Waves of Wisdom 11	Episode	1980/1999	Indigenous elders, Indigenous men, Traditional knowledge, Traditional widsom, Traditional practice, Alaska Natives, Indigenous peoples--North America, Indigenous peoples--Alaska--Languages, Yugtun, Yup'ik, Yupiit, Herders, Community houses, Indigenous healers, Shamans, Hunters, Alaska Native radio stations, Indigenous peoples--North America--Interviews, Tuntu, Tuntuciuryaraq, Qasgi, Yuraq, Anguyak, Ayaruq, Qaneryaraq, Nukalpiaq, Nerangnaqsaraq, Elitnaurvik, Tegganeq, Qanruyutet, Qaneryarat, Inerquutet	English: Interview with elder Qavarliaq Johnny K. Guy about reindeer herding, the community house in Kwethluk, dance festivals, Aavaaq who was thought to be a shaman, walking staffs, the new generation being mischievous, great hunters, supplies needed when going hunting, white people making laws restricting subsistence, the decline in Yugtun speakers, and schools. Yugtun: Qavarliaq (Johnny K. Guy), Kuigglugmiu, qanertuq interview-ami tuntunek, qasgimek Kuigglugmi, ayarunek, nukalpianek, Yugtun-llu qaneryaramek.	Item	Interview, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun	KYUK	Executive Producer	Qavarliaq Johnny K. Guy (Kuiggluk, Kwethluk)	Interviewee	Aqumgaciq John Active	Interviewer	Dean Swope	Camera Operator	American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes		Juliana Clark	2022-08-10
cpb-aacip/127-15p8d31m	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	138.9 MB	Access	00:21:36	Summit Day Media	Waves of Wisdom 12	Episode	1980/1999	Indigenous elders, Indigenous men, Traditional knowledge, Traditional wisdom, Traditional practice, Alaska Natives, Indigenous peoples--North America, Indigenous peoples--Alaska--Languages, Indigenous peoples--Social life and customs,  Yugtun, Yup'ik, Yupiit, Spirituality--Indigenous, Dreams, Christianity, Land stewardship, Cleaning up, Environmentalism, Alaska Native radio stations, Mamterilleq, Qanruyun, Qaneryaraq, Ayuqucirtuun, Aviukaqsaraq, Ellam Yua, Uqlaneq, Tegganeq, Qanruyutet, Qaneryarat, Inerquutet	English: Elders talk in front of a crowd. Ingallak George Keene, Alciq Maxie Altsik, Maqista Aq'urunaq Joshua Phillip, and one other unidentified elder talk about Westernization, Yup'ik children losing their culture, food and water offerings to the deceased, fear of passing on cultural traditions, fighting against cultural erasure, cleaning up the land, and how the Spirit of the Universe and God are the same thing. Yugtun: Wani quyurrvigmi pingayunek angutnek qalartellruut. Ciumek Ingallak (George Keene) niicugnilriit cingumallrui qalaruqu'urcetelluki ayagyuat qanruyutnek Yugtun-llu qaneryaramek. Tua-i-llu kinguani Alciq (Maxie Altsik) qalartellruuq waten, takaqluki ayuqucirtuutet teggutekngamteki. Nangnermi Maqista Aq'urunaq (Joshua Phillip) qalartellruuq qaillun akaarnun unguvamayugngacimten̄ek.	Item	Talk, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun	KYUK	Executive Producer	Ingallak George Keene (Kasigluk), Alciq Maxie Altsik (Qinaq, Negtemiut), Maqista Aq'urunaq Joshua Phillip (Tuluksak, Qinaq)	Speakers					American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes		Juliana Clark	2022-08-10
cpb-aacip/127-16pzgr3f	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	136.7 MB	Access	00:21:28	Summit Day Media	Waves of Wisdom 13	Episode	1980/1999	Indigenous elders, Indigenous men, Traditional knowledge, Traditional wisdom, Alaska Natives, Ingidenous peoples--North America, Indigenous peoples--Alaska--Languages, Yugtun, Yup'ik, Yupiit, Colonization, Colonizers, Indigenous peoples--Colonization--North America, Indigenous self-government, Land back, Yup'ik Nation, Indigenous allotments, Alaska Native allotments, Alaska Native radio stations, Indigenous peoples--North America--Interviews, Nunavut, Yuungnaqsaraq, Yuuyaraq, Qanruyun, Tegganeq, Qanruyutet, Qaneryarat, Inerquutet	English: Interview with elder Ayagkaq Wassillie B. Evan about colonization, feeling like an outsider in his homelands, and his fears that future generations will not resist the stealing of their lands and further colonization. Yugtun: Ayagkaq (Wassillie B. Evan) qalartellruuq nunamta ayuqucianek atanirtuucianek-llu. Cali-llu yuuyaramek ciulirnerteggun qanruyutetgun qalarrluni.	Item	Interview, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun	KYUK	Executive Producer	Ayagkaq Wassillie B. Evan (Naparyarraq)	Interviewee	Alexie Isaac	Interviewer			American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes		Juliana Clark	2022-08-10
cpb-aacip/127-18rbp380	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	144.1 MB	Access	00:22:31	Summit Day Media	Waves of Wisdom 14	Episode	1980/1999	Indigenous elders, Indigenous men, Indigenous women, Traditional knowledge, Traditional wisdom, Traditional practice, Alaska Natives, Indigenous peoples--North America, Indigenous peoples--Alaska--Languages, Yugtun, Yup'ik, Yupiit, Indigenous peoples--Social life and customs, Laundry, Hunting, Trapping, Gathering food, Foraging, Forage, Harvesting, Environmentalism, Conservation, Land stewardship, Cleaning up, Cloudberry, Cloudberries, Crowberry, Crowberries, Sourdock, Wild rhubarb, Highbush cranberry, Highbush cranberries, Red currants, Black currants, Baneberries, Poison water hemlock, Wild celery, Spinach, Fireweed, Waterlilies, Voles, Alaska Native radio stations, Indigenous peoples--North America--Interviews, Uqlaneq, Neqkaq, Atsat, Naunraq, Tegganeq, Qanruyutet, Qaneryarat, Inerquutet	English: Interview with elders Urutaq Lucy Beaver, Kelucaq Joe Andrew, Mik'aq Mikngayaq Eliza Chase, and Carl Flynn. They talk about washing clothes, keeping the land and water clean from food scraps and spoils, not wasting food by throwing it away or gathering too much, respecting fish by cutting them a certain way, different types of berries and edible plants, poisonous plants to avoid, and children not learning this knowledge because of westernization. Yugtun: Quyurtellratni Urutaq (Lucy Beaver) qalartellruuq angutet akluita unakellrita-llu aulukellritnek uqlanermek-llu. Tua-i-llu Kelucaq (Joe Andrew) qalartellruuq neqkallernek inerquutnek cali-llu atsanek naunranek-llu.	Item	Interview, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun	KYUK	Executive Producer	Urutaq Lucy Beaver (Bethel), Kelucaq Joe Andrew (Bethel), Mik'aq Mikngayaq Eliza Chase (Bethel), Carl Flynn (Tununak)	Interviewees	Sophie Alexie	Moderator			American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes		Juliana Clark	2022-08-10
cpb-aacip/127-20fttjr7	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	145.2 MB	Access	00:22:33	Summit Day Media	Waves of Wisdom 15	Episode	1980/1999	Indigenous elders, Indigenous men, Indigenous children, Traditional knowledge, Traditional wisdom, Traditional practice, Alaska Natives, Indigenous peoples--North America, Indigenous peoples--Alaska--Languages, Yugtun, Yup'ik, Yupiit, Orphans, Bearded seal, Ringed seal, Berries cooked in blood, Indigenous peoples--Social life and customs, Indigenous peoples--Food--North America, Indigenous peoples--Food--Alaska, Indigenous peoples--Marriage customs and rights--North America, Community houses, Subsistence, Hunters, Harpoons, Legcik, Atlatl, Seal hunting, Sealing, Indigenous peoples--Hunting--North America, Alaska Native radio stations, Cugtun, Qanruyun, Qanruyutet, Cingumalleq, Pingnatugyaraq, Nerangnaqsaraq, Pissuryaraq, Narulkaq, Imarpik, Maklak, Makliit, Nayiq, Nayiit, Tegganeq, Qanruyutet, Qaneryarat, Inerquutet	English: Two elders, Nauciralrea Joseph Friday and another unidentified elder, talk to children about traditional wisdom. They talk about orphans and how that affected work and play, the community house, food, the scarcity of tools and clothing, elders in the past, working hard, avoiding sexual relations, hunting seals, marriage, and the types of tools used during hunting.  Yugtun: Nauciralrea (Joseph Friday) **Angun2** qanertuk ayagyugarnun elitnaurvigmi up'nerkameng qanruyutmeng. Cingumaakek ayagyugat qaneryaramegteggun. Tau͡ga-llu cali pingnatugyaramek imarpigmi, nerangnaqsaramek, pissunermek-llu narulkakun qanertuk.	Item	Talk, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun	KYUK	Executive Producer	Nauciralrea Joseph Friday (Chevak), Unidentified elder (Hooper Bay?)	Speakers					American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes		Juliana Clark	2022-08-10
cpb-aacip/127-25k98x78	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	137.4 MB	Access	00:21:23	Summit Day Media	Waves of Wisdom 16	Episode	1993/1995	Indigenous elders, Indigenous men, Traditional knowledge, Traditional wisdom, Traditional practice, Alaska Natives, Indigenous peoples--North America, Indigenous peoples--Alaska--Languagues, Indigenous peoples--North America--Social life and customs, Indigenous peoples--North America--Rites and ceremonies, Yugtun, Yup'ik, Yupiit, Dance, Indigenous dance, Indigenous dance--North America, Indigenous dance--Alaska, Itruka’ar, Kegginaqurluteng, Folk songs--Indigenous, Indigenous musicians, Indigenous peoples--Music, Indigenous peoples--North America--Music, Indigenous peoples--Alaska--Music, Singing, Music, Community houses, Alaska Native radio stations, Indigenous peoples--North America--Interviews, Yuilquq, Ciuliaq, Arula, Ivarun,Yuarun, Mengyaraq, Qasgiq, Tegganeq, Qanruyutet, Qaneryarat, Inerquutet	Interview with elder Apuqutaq Dick Andrew about hearing a voice call out to him in the wilderness, the way that the ancestors used to care for each other, his first time seeing a white person, how children used to play, why children now should learn Yup'ik traditional wisdom and culture, community houses, dance festivals, and he sings a couple of songs. 	Item	Interview, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun	KYUK	Executive Producer	Apaqutaq Dick Andrew (Kayalivik)	Interviewees	Aqumgaciq John Active	Interviewer			American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes		Juliana Clark	2022-08-10
cpb-aacip/127-25x69tk3	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	144.1 MB	Access	00:22:26	Summit Day Media	Waves of Wisdom 17	Episode	1980/1999	Indigenous elders, Indigenous women, Indigenous men, Traditional knowledge, Traditional wisdom, Alaska Natives, Indigenous peoples--North America, Indigenous peoples--Alaska--Languages, Yugtun, Yup'ik, Yupiit, Obedience, Environmentalism, Environmental justice, Indigenous activists, Environmental activism, Environmental activists, Environmental degradation, Pollution, Land stewardship, Cleaning up, Prophecies, Alaska Native radio stations, Maligtaquyaraq, Neqpik, Uqlaneq, Naulluun, Yuunrilleq, Taangaq, Teglegyaraq, Tegganeq, Qanruyutet, Qaneryarat, Inerquutet	English: Three elders, Aqesgirpak Mary Worm, Kumangulria Matthew Bean, and Allranitailnguq Allran'aq Joe Chief Sr., talk in front of a crowd. They talk about being obedient and following traditional wisdom, pollution of the rivers and profit ruining the environment, the destruction of Indigenous populations by Caucasians, being instructed by elders as children, alcoholism, and the fate of the world that the ancestors predicted. Yugtun: Quyurtellratni ciumek Aqesgirpak (Mary Worm) qanertuq assirluteng yuuresqelluteng maligtaquurautesqelluteng. Tua-i-llu Kumangulria (Matthew Bean) qanertuq neqpiat nerlauciitnek uqlautnek. Tua-i-llu Allranitailnguq Allran'aq (Joe Chief Sr.) qanerluni naullutnek yuunrillermek taangamek teglesqenrilucianek-llu.	Item	Talk, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun	KYUK	Executive Producer	Aqesgirpak Mary Worm (Kongiganak), Kumangulria Matthew Bean (Bethel, Yukon? Acacaryun? Mountain Village?), Allranitailnguq Allran'aq Joe Chief Sr. (Bethel) 	Speakers					American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes		Juliana Clark	2022-08-10
cpb-aacip/127-26xwdh7k	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	137.3 MB	Access	00:21:18	Summit Day Media	Waves of Wisdom 18	Episode	1980/1999	Indigenous men, Traditional knowledge, Traditional wisdom, Alaska Natives, Indigenous peoples--North America, Indigenous peoples--Alaska--Languages, Yugtun, Yup'ik, Yupiit, Conference proceedings, Alaska Native radio stations, Tegganeq, Yuuyaraq, Qanruyutet, Qaneryarat, Inerquutet	Nurataaq Nelson Angapak speaks at a conference about the survival of the Yup'ik way of life through the teachings of elders.	Item	Talk, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun	KYUK	Executive Producer	Nurataaq Nelson Angapak (Tuntutuliaq, Tuntutuliak, Anchorage), Qen'gauq Oscar F. Alexie (Naparyarraq)	Speaker	Qen'gauq Oscar F. Alexie (Naparyarraq)	Moderator			American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes		Juliana Clark	2022-08-10
cpb-aacip/127-27zkh5wz	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	89.6 MB	Access	00:13:51	Summit Day Media	Waves of Wisdom 19	Episode	1980/1999	Indigenous elders, Indigenous women, Traditional knowledge, Traditional wisdom, Traditional practice, Alaska Natives, Indigenous peoples--Alaska, Indigenous peoples--Alaska--Languages, Yugtun, Yup'ik, Yupiit, Gathering food, Cloudberries, Berries, Highbush cranberries, Fish, Fish roe, Fishes--eggs, Indigenous peoples--Food--North America, Indigenous peoples--Food--Alaska, Alaska Native radio stations, Indigenous peoples--North America--Interviews, Tegganeq, Ac'aq, Acsaq, Epulek, Aqavsik, Aqutak, Qamaumaq, Qamaamaq, Qanruyutet, Qaneryarat, Inerquutet	Interview with elder Cuukvak Mary Neck about berry picking and making ice cream.	Item	Interview, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun	KYUK	Executive Producer	Cuukvak Mary Neck (Bethel)	Interviewee	Inaanavr Carpenter	Interviewer	Dean Swope	Camera Operator	American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes		Juliana Clark	2022-08-10
cpb-aacip/127-28ncjzpp	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	324.4 MB	Access	00:50:29	Summit Day Media	Waves of Wisdom 20	Compilation	1980/1999	Indigenous elders, Indigenous women, Indigenous men, Traditional knowledge, Traditional wisdom, Traditional practice, Alaska Natives, Indigenous peoples--Alaska, Indigenous peoples--Alaska--Languages, Indigenous peoples--North America--Social life and customs, Indigenous peoples--Marriage customs and rites, Yugtun, Yup'ik, Yupiit, Meteorology, Indigenous meteorology, Sweat baths, Wounds and injuries, Qamut, Dwellings, Indigenous baskets, Alaska Native radio stations, Indigenous peoples--North America--Interviews, Tegganeq, Qanruyutet, Qaneryarat, Inerquutet, Ellavut, Kumlaqua, Nulirqucaraq, 	Interview with twelve elders. Clips from other episodes are included. They talk about how to resond to frostbite, forecasting weather using mountains and the stars, storyknife stories, string games, dolls, traveling, traps, bringing them food and disrupting their meals, marriage, choosing a spouse, alcoholism, not speaking badly about other people, the belief that women scattered impurity, hearing traditional wisdom in the community house, raising children, sweat baths, how to be a good spouse, having injured feet while traveling, family size, sharing food between families, traditional Yup'ik houses, fishing traps, basket-making, spring camps, snow, and respecting the land.	Item	Interview, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun	KYUK	Executive Producer	Ayagina'ar Nicholas Charles (Bethel, Nelson Island?), Nengqerralria Nengeq'aq Elena Charles (Bethel, Kasigluk, Nunacuaq?), Mikngayaq Mik'aq Eliza Chase (Bethel), Nauyaq Anna Andrew (Tuntutuliak, Tuntutuliaq), Nauciralrea Joseph Friday (Chevak), Allranitailnguq Allran'aq Joe Chief Sr. (Urucaraq, Bethel), Ilanaq Theresa Moses (Toksook Bay), Kumluilnguq? Paul John? (Toksook Bay?), Billy Lincoln Sr. (Toksook Bay), Uliggaq Martha OScar Sara (Bethel), Kumangulria Matthew Bean (Bethel, Yukon? Acacaryun? Mountain Village?)	Interviewees					American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes	Translation cuts off at 00:21:15. Clips from other Waves of Wisdom videos. 	Juliana Clark	2022-08-10
